platform,zone_id,zone_name,zone_type,store,product_id,product_name,current_price,original_price,discount,delivery_fee,delivery_time_min,delivery_time_max,rating
rappi,satelite,Ciudad Satélite,premium,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,14,,
rappi,satelite,Ciudad Satélite,premium,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,14,,
rappi,satelite,Ciudad Satélite,premium,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,14,,
rappi,satelite,Ciudad Satélite,premium,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,14,,
rappi,satelite,Ciudad Satélite,premium,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,14,,
rappi,satelite,Ciudad Satélite,premium,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,14,,
rappi,del_valle,Del Valle,media,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,0.0,14,,
rappi,del_valle,Del Valle,media,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,14,,
rappi,del_valle,Del Valle,media,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,14,,
rappi,del_valle,Del Valle,media,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,14,,
rappi,del_valle,Del Valle,media,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,14,,
rappi,del_valle,Del Valle,media,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,14,,
rappi,del_valle,Del Valle,media,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,14,,
rappi,coyoacan,Coyoacán,media,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,,,,
rappi,coyoacan,Coyoacán,media,mcdonalds,papas_grandes,Papas grandes,75,75,,,,,
rappi,coyoacan,Coyoacán,media,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,,,,
rappi,coyoacan,Coyoacán,media,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,,,,
rappi,coyoacan,Coyoacán,media,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,,,,
rappi,coyoacan,Coyoacán,media,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,,,,
rappi,coyoacan,Coyoacán,media,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,,,,
rappi,tlalpan,Tlalpan,media,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,,,,
rappi,tlalpan,Tlalpan,media,mcdonalds,papas_grandes,Papas grandes,75,75,,,,,
rappi,tlalpan,Tlalpan,media,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,,,,
rappi,tlalpan,Tlalpan,media,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,,,,
rappi,tlalpan,Tlalpan,media,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,,,,
rappi,tlalpan,Tlalpan,media,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,,,,
rappi,tlalpan,Tlalpan,media,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,,,,
rappi,narvarte,Narvarte,media,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,0.0,14,,
rappi,narvarte,Narvarte,media,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,14,,
rappi,narvarte,Narvarte,media,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,14,,
rappi,narvarte,Narvarte,media,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,14,,
rappi,narvarte,Narvarte,media,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,14,,
rappi,narvarte,Narvarte,media,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,14,,
rappi,narvarte,Narvarte,media,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,14,,
rappi,napoles,Nápoles,media,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,0.0,14,,
rappi,napoles,Nápoles,media,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,14,,
rappi,napoles,Nápoles,media,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,14,,
rappi,napoles,Nápoles,media,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,14,,
rappi,napoles,Nápoles,media,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,14,,
rappi,napoles,Nápoles,media,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,14,,
rappi,napoles,Nápoles,media,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,14,,
rappi,mixcoac,Mixcoac,media,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,0.0,14,,
rappi,mixcoac,Mixcoac,media,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,14,,
rappi,mixcoac,Mixcoac,media,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,14,,
rappi,mixcoac,Mixcoac,media,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,14,,
rappi,mixcoac,Mixcoac,media,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,14,,
rappi,mixcoac,Mixcoac,media,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,14,,
rappi,mixcoac,Mixcoac,media,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,14,,
rappi,azcapotzalco,Azcapotzalco,media,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,0.0,14,,
rappi,azcapotzalco,Azcapotzalco,media,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,14,,
rappi,azcapotzalco,Azcapotzalco,media,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,14,,
rappi,azcapotzalco,Azcapotzalco,media,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,14,,
rappi,azcapotzalco,Azcapotzalco,media,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,14,,
rappi,azcapotzalco,Azcapotzalco,media,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,14,,
rappi,azcapotzalco,Azcapotzalco,media,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,14,,
rappi,lindavista,Lindavista,media,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,0.0,14,,
rappi,lindavista,Lindavista,media,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,14,,
rappi,lindavista,Lindavista,media,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,14,,
rappi,lindavista,Lindavista,media,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,14,,
rappi,lindavista,Lindavista,media,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,14,,
rappi,lindavista,Lindavista,media,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,14,,
rappi,lindavista,Lindavista,media,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,14,,
rappi,san_pedro_pinos,San Pedro de los Pinos,media,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,0.0,14,,
rappi,san_pedro_pinos,San Pedro de los Pinos,media,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,14,,
rappi,san_pedro_pinos,San Pedro de los Pinos,media,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,14,,
rappi,san_pedro_pinos,San Pedro de los Pinos,media,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,14,,
rappi,san_pedro_pinos,San Pedro de los Pinos,media,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,14,,
rappi,san_pedro_pinos,San Pedro de los Pinos,media,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,14,,
rappi,san_pedro_pinos,San Pedro de los Pinos,media,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,14,,
rappi,iztapalapa,Iztapalapa,popular,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,0.0,14,,
rappi,iztapalapa,Iztapalapa,popular,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,14,,
rappi,iztapalapa,Iztapalapa,popular,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,14,,
rappi,iztapalapa,Iztapalapa,popular,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,14,,
rappi,iztapalapa,Iztapalapa,popular,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,14,,
rappi,iztapalapa,Iztapalapa,popular,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,14,,
rappi,iztapalapa,Iztapalapa,popular,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,14,,
rappi,naucalpan,Naucalpan,popular,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,0.0,,,
rappi,naucalpan,Naucalpan,popular,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,,,
rappi,naucalpan,Naucalpan,popular,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,,,
rappi,naucalpan,Naucalpan,popular,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,,,
rappi,naucalpan,Naucalpan,popular,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,,,
rappi,naucalpan,Naucalpan,popular,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,,,
rappi,naucalpan,Naucalpan,popular,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,,,
rappi,ecatepec,Ecatepec,popular,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,0.0,14,,
rappi,ecatepec,Ecatepec,popular,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,14,,
rappi,ecatepec,Ecatepec,popular,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,14,,
rappi,ecatepec,Ecatepec,popular,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,14,,
rappi,ecatepec,Ecatepec,popular,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,14,,
rappi,ecatepec,Ecatepec,popular,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,14,,
rappi,ecatepec,Ecatepec,popular,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,14,,
rappi,gustavo_madero,Gustavo A. Madero,popular,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,0.0,14,,
rappi,gustavo_madero,Gustavo A. Madero,popular,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,14,,
rappi,gustavo_madero,Gustavo A. Madero,popular,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,14,,
rappi,gustavo_madero,Gustavo A. Madero,popular,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,14,,
rappi,gustavo_madero,Gustavo A. Madero,popular,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,14,,
rappi,gustavo_madero,Gustavo A. Madero,popular,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,14,,
rappi,gustavo_madero,Gustavo A. Madero,popular,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,14,,
rappi,tlahuac,Tláhuac,popular,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,0.0,14,,
rappi,tlahuac,Tláhuac,popular,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,14,,
rappi,tlahuac,Tláhuac,popular,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,14,,
rappi,tlahuac,Tláhuac,popular,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,14,,
rappi,tlahuac,Tláhuac,popular,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,14,,
rappi,tlahuac,Tláhuac,popular,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,14,,
rappi,tlahuac,Tláhuac,popular,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,14,,
rappi,xochimilco,Xochimilco,popular,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,0.0,14,,
rappi,xochimilco,Xochimilco,popular,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,14,,
rappi,xochimilco,Xochimilco,popular,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,14,,
rappi,xochimilco,Xochimilco,popular,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,14,,
rappi,xochimilco,Xochimilco,popular,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,14,,
rappi,xochimilco,Xochimilco,popular,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,14,,
rappi,xochimilco,Xochimilco,popular,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,14,,
rappi,iztacalco,Iztacalco,popular,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,0.0,14,,
rappi,iztacalco,Iztacalco,popular,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,14,,
rappi,iztacalco,Iztacalco,popular,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,14,,
rappi,iztacalco,Iztacalco,popular,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,14,,
rappi,iztacalco,Iztacalco,popular,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,14,,
rappi,iztacalco,Iztacalco,popular,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,14,,
rappi,iztacalco,Iztacalco,popular,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,14,,
rappi,nezahualcoyotl,Nezahualcóyotl,popular,mcdonalds,big_mac,McTrío mediano Big Mac,159,159,,0.0,14,,
rappi,nezahualcoyotl,Nezahualcóyotl,popular,mcdonalds,papas_grandes,Papas grandes,75,75,,0.0,14,,
rappi,nezahualcoyotl,Nezahualcóyotl,popular,mcdonalds,mcpollo,McTrío mediano McPollo,99,115,-14%,0.0,14,,
rappi,nezahualcoyotl,Nezahualcóyotl,popular,mcdonalds,cuarto_libra,McTrío mediano Cuarto de Libra con Queso,169,169,,0.0,14,,
rappi,nezahualcoyotl,Nezahualcóyotl,popular,mcdonalds,mcnuggets_6,McTrío mediano McNuggets de Pollo 6 pzas,125,125,,0.0,14,,
rappi,nezahualcoyotl,Nezahualcóyotl,popular,mcdonalds,mcnuggets_10,McTrio mediano McNuggets 10 pzas,169,169,,0.0,14,,
rappi,nezahualcoyotl,Nezahualcóyotl,popular,mcdonalds,coca_cola,Coca-Cola mediana,59,59,,0.0,14,,
